transaction,actual,budgeted,date,subcategory
STD BANK,0.30814966999999993,,2021-10-07,COLLECTIONS
AP PAYMENTS,-1.08944647,-1.23074071,2021-10-07,ACCOUNTS PAYABLE
AP PAYMENTS,-0.12923721,-0.3,2021-10-11,ACCOUNTS PAYABLE
STD BANK,0.30525846,,2021-10-11,COLLECTIONS
ABSA BANK,37.43434752,150.0,2021-10-11,COLLECTIONS
OTHER / TELKOM MOBILE,8.664967,,2021-10-11,COLLECTIONS
ABSA BANK,37.43434752,150.0,2021-10-11,COLLECTIONS
OTHER / TELKOM MOBILE,8.664967,,2021-10-11,COLLECTIONS
AP PAYMENTS,-0.12923721,-0.3,2021-10-11,ACCOUNTS PAYABLE
STD BANK,0.30525846,,2021-10-11,COLLECTIONS
STD BANK,0.36026707,,2021-10-13,COLLECTIONS
ABSA BANK,51.79853294,55.0,2021-10-13,COLLECTIONS
OTHER / TELKOM MOBILE,10.104019,,2021-10-13,COLLECTIONS
AP PAYMENTS,-0.40787445,-0.60361026,2021-10-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.14638974,-0.14638974,2021-10-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.14638974,-0.14638974,2021-10-13,ACCOUNTS PAYABLE
ABSA BANK,51.79853294,55.0,2021-10-13,COLLECTIONS
OTHER / TELKOM MOBILE,10.104019,,2021-10-13,COLLECTIONS
AP PAYMENTS,-0.40787445,-0.60361026,2021-10-13,ACCOUNTS PAYABLE
STD BANK,0.36026707,,2021-10-13,COLLECTIONS
EXCH. RATE DIFF,-6.79837969200001,-6.79837969200001,2021-10-15,TREASURY PAYMENTS
INTEREST LOANS,-28.30073392,-28.30073392,2021-10-15,TREASURY PAYMENTS
WHOLESALE FOREX PAYMENTS,-6.41852975,-6.41852975,2021-10-15,WHOLESALE PAYMENTS
SUNDRY PAYMENTS,-0.20191493,-0.22469832,2021-10-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-34.66176987,-34.66176987,2021-10-15,ACCOUNTS PAYABLE
AP PAYMENTS,-223.60814884,-224.22530168,2021-10-15,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,6.0889627100000006,6.0889627100000006,2021-10-15,OTHER INFLOWS
MTN / VODACOM / CELL-C / NEOTEL,13.98031918,,2021-10-15,COLLECTIONS
OTHER / TELKOM MOBILE,7.81160809,,2021-10-15,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,78.37,75.0,2021-10-15,COLLECTIONS
ABSA BANK,115.936758902,175.0,2021-10-15,COLLECTIONS
STD BANK,13.23931291,,2021-10-15,COLLECTIONS
INTEREST LOANS,-28.30073392,-28.30073392,2021-10-15,TREASURY PAYMENTS
STD BANK,13.23931291,,2021-10-15,COLLECTIONS
ABSA BANK,115.936758902,175.0,2021-10-15,COLLECTIONS
EXCH. RATE DIFF,-6.79837969200001,-6.79837969200001,2021-10-15,TREASURY PAYMENTS
OTHER / TELKOM MOBILE,7.81160809,,2021-10-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,13.98031918,,2021-10-15,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,78.37,75.0,2021-10-15,COLLECTIONS
AP PAYMENTS,-223.60814884,-224.22530168,2021-10-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-34.66176987,-34.66176987,2021-10-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.20191493,-0.22469832,2021-10-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-6.41852975,-6.41852975,2021-10-15,WHOLESALE PAYMENTS
WHOLESALE FX RECEIPTS,6.0889627100000006,6.0889627100000006,2021-10-15,OTHER INFLOWS
SUNDRY PAYMENTS,-0.14057728,-0.14057728,2021-10-19,ACCOUNTS PAYABLE
STD BANK,0.5238,,2021-10-19,COLLECTIONS
ABSA BANK,72.34892292,100.0,2021-10-19,COLLECTIONS
TRUDON COLLECTIONS REFUND,-25.94270828,-25.94270828,2021-10-19,OTHER INFLOWS
AP PAYMENTS,-0.17514831,-0.388084030000001,2021-10-19,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-40.42863041,-40.42863041,2021-10-19,BIDVEST/EXCELLERATE PAYMENTS
ABSA BANK,72.34892292,100.0,2021-10-19,COLLECTIONS
STD BANK,0.5238,,2021-10-19,COLLECTIONS
AP PAYMENTS,-0.17514831,-0.388084030000001,2021-10-19,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.14057728,-0.14057728,2021-10-19,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-40.42863041,-40.42863041,2021-10-19,BIDVEST/EXCELLERATE PAYMENTS
TRUDON COLLECTIONS REFUND,-25.94270828,-25.94270828,2021-10-19,OTHER INFLOWS
ABSA BANK,85.00819265,75.0,2021-10-21,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,27.22,,2021-10-21,COLLECTIONS
AP PAYMENTS,-0.26820806,-0.40734001,2021-10-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.9304978,-0.09265999,2021-10-21,ACCOUNTS PAYABLE
STD BANK,0.37322606,,2021-10-21,COLLECTIONS
ABSA BANK,85.00819265,75.0,2021-10-21,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,27.22,,2021-10-21,COLLECTIONS
AP PAYMENTS,-0.26820806,-0.40734001,2021-10-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.9304978,-0.09265999,2021-10-21,ACCOUNTS PAYABLE
STD BANK,0.37322606,,2021-10-21,COLLECTIONS
OTHER EMPLOYEE COSTS,-1.14574311,-1.14574311,2021-10-25,STAFF COSTS
BONDS,-9.22089787,-9.22089787,2021-10-25,STAFF COSTS
SALARIES,-180.79401553,-180.79401553,2021-10-25,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.14574311,-1.14574311,2021-10-25,STAFF COSTS
OTHER ,0.04441333,,2021-10-25,STAFF COSTS
MONEY MARKET SWAP,-9.50389041,-9.50389041,2021-10-25,TREASURY PAYMENTS
INTEREST BONDS/CPs,-59.681041099999995,-59.681041099999995,2021-10-25,TREASURY PAYMENTS
OTHER ,0.04441333,,2021-10-25,STAFF COSTS
NEDBANK MOBILE DEBIT ORDERS,93.539,120.0,2021-10-25,COLLECTIONS
ABSA BANK,60.59893487,80.0,2021-10-25,COLLECTIONS
STD BANK,16.17762458,,2021-10-25,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-11.52417477,-11.52417477,2021-10-25,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-1.83164187,-1.81516871999997,2021-10-25,ACCOUNTS PAYABLE
STD BANK,16.17762458,,2021-10-25,COLLECTIONS
MONEY MARKET SWAP,-9.50389041,-9.50389041,2021-10-25,TREASURY PAYMENTS
INTEREST BONDS/CPs,-59.681041099999995,-59.681041099999995,2021-10-25,TREASURY PAYMENTS
NEDBANK MOBILE DEBIT ORDERS,93.539,120.0,2021-10-25,COLLECTIONS
AP PAYMENTS,-1.83164187,-1.81516871999997,2021-10-25,ACCOUNTS PAYABLE
ABSA BANK,60.59893487,80.0,2021-10-25,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-11.52417477,-11.52417477,2021-10-25,BIDVEST/EXCELLERATE PAYMENTS
BONDS,-9.22089787,-9.22089787,2021-10-25,STAFF COSTS
SALARIES,-180.79401553,-180.79401553,2021-10-25,STAFF COSTS
SUNDRY PAYMENTS,-0.15486439,-0.15486439,2021-10-27,ACCOUNTS PAYABLE
ABSA BANK,72.31452924,120.0,2021-10-27,COLLECTIONS
STD BANK,0.40751824,,2021-10-27,COLLECTIONS
AP PAYMENTS,-0.01449205,-0.24513561,2021-10-27,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.15486439,-0.15486439,2021-10-27,ACCOUNTS PAYABLE
AP PAYMENTS,-0.01449205,-0.24513561,2021-10-27,ACCOUNTS PAYABLE
ABSA BANK,72.31452924,120.0,2021-10-27,COLLECTIONS
STD BANK,0.40751824,,2021-10-27,COLLECTIONS
MONEY MARKET FEES,-9.64251972,-9.64251972,2021-10-29,TREASURY PAYMENTS
PENSIONS,-0.45677385,-0.45677385,2021-10-29,STAFF COSTS
MEDICAL SCHEMES,-23.75615645,-23.75615645,2021-10-29,STAFF COSTS
AP FOREX PAYMENTS,-645.20368541,-645.20368541,2021-10-29,ACCOUNTS PAYABLE
VSP/VERP,0.34975098,,2021-10-29,STAFF COSTS
EXCH. RATE DIFF,7.30627362761164,7.30627362761164,2021-10-29,TREASURY PAYMENTS
VAT,-58.86094613,-58.86094613,2021-10-29,SARS
OTHER EMPLOYEE COSTS,-4.78068073,-4.78068073,2021-10-29,STAFF COSTS
STD BANK,12.76759705,12.0,2021-10-29,COLLECTIONS
FNB,74.0,50.0,2021-10-29,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,311.688,300.0,2021-10-29,COLLECTIONS
OTHER / TELKOM MOBILE,411.69213815,393.0,2021-10-29,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,39.95558529,,2021-10-29,COLLECTIONS
WHOLESALE FX RECEIPTS,2.31706672,2.31706672,2021-10-29,OTHER INFLOWS
AP PAYMENTS,-1414.92472159,-1415.01112957,2021-10-29,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.20796314,-0.17847166,2021-10-29,ACCOUNTS PAYABLE
BCX,-699.15851582,-699.15851582,2021-10-29,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-15.29732579,-15.29732579,2021-10-29,BIDVEST/EXCELLERATE PAYMENTS
WHOLESALE FOREX PAYMENTS,-13.30293257,-13.30293257,2021-10-29,WHOLESALE PAYMENTS
ABSA BANK,527.639008932389,570.0,2021-10-29,COLLECTIONS
AP FOREX PAYMENTS,-645.20368541,-645.20368541,2021-10-29,ACCOUNTS PAYABLE
AP PAYMENTS,-1414.92472159,-1415.01112957,2021-10-29,ACCOUNTS PAYABLE
ABSA BANK,527.639008932389,570.0,2021-10-29,COLLECTIONS
MONEY MARKET FEES,-9.64251972,-9.64251972,2021-10-29,TREASURY PAYMENTS
EXCH. RATE DIFF,7.30627362761164,7.30627362761164,2021-10-29,TREASURY PAYMENTS
VSP/VERP,0.34975098,,2021-10-29,STAFF COSTS
OTHER EMPLOYEE COSTS,-4.78068073,-4.78068073,2021-10-29,STAFF COSTS
MEDICAL SCHEMES,-23.75615645,-23.75615645,2021-10-29,STAFF COSTS
PENSIONS,-0.45677385,-0.45677385,2021-10-29,STAFF COSTS
VAT,-58.86094613,-58.86094613,2021-10-29,SARS
WHOLESALE FOREX PAYMENTS,-13.30293257,-13.30293257,2021-10-29,WHOLESALE PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-15.29732579,-15.29732579,2021-10-29,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.20796314,-0.17847166,2021-10-29,ACCOUNTS PAYABLE
STD BANK,12.76759705,12.0,2021-10-29,COLLECTIONS
FNB,74.0,50.0,2021-10-29,COLLECTIONS
BCX,-699.15851582,-699.15851582,2021-10-29,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,411.69213815,393.0,2021-10-29,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,39.95558529,,2021-10-29,COLLECTIONS
WHOLESALE FX RECEIPTS,2.31706672,2.31706672,2021-10-29,OTHER INFLOWS
NEDBANK MOBILE DEBIT ORDERS,311.688,300.0,2021-10-29,COLLECTIONS
AP PAYMENTS,-0.17489347,-0.3,2021-11-02,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,1.59258904,1.59258904,2021-11-02,OTHER INFLOWS
OTHER / TELKOM MOBILE,63.19512901,,2021-11-02,COLLECTIONS
ABSA BANK,49.17933684,125.0,2021-11-02,COLLECTIONS
STD BANK,0.35286361,,2021-11-02,COLLECTIONS
MONEY MARKET FEES,-0.04883561,-0.04883561,2021-11-02,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.00890719,,2021-11-02,ACCOUNTS PAYABLE
AP PAYMENTS,-0.17489347,-0.3,2021-11-02,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,1.59258904,1.59258904,2021-11-02,OTHER INFLOWS
OTHER / TELKOM MOBILE,63.19512901,,2021-11-02,COLLECTIONS
ABSA BANK,49.17933684,125.0,2021-11-02,COLLECTIONS
STD BANK,0.35286361,,2021-11-02,COLLECTIONS
SUNDRY PAYMENTS,-0.00890719,,2021-11-02,ACCOUNTS PAYABLE
INTEREST LOANS,-1.86849315,-1.86849315,2021-11-02,TREASURY PAYMENTS
INTEREST LOANS,-1.86849315,-1.86849315,2021-11-02,TREASURY PAYMENTS
MONEY MARKET FEES,-0.04883561,-0.04883561,2021-11-02,TREASURY PAYMENTS
AP PAYMENTS,-0.17489347,-0.39058292,2021-11-04,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.00890719,-0.30941708,2021-11-04,ACCOUNTS PAYABLE
AP PAYMENTS,-0.17489347,-0.39058292,2021-11-04,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,44.16003194,,2021-11-04,COLLECTIONS
ABSA BANK,10.70844657,55.0,2021-11-04,COLLECTIONS
STD BANK,0.34824371,,2021-11-04,COLLECTIONS
ABSA BANK,10.70844657,55.0,2021-11-04,COLLECTIONS
OTHER / TELKOM MOBILE,44.16003194,,2021-11-04,COLLECTIONS
SUNDRY PAYMENTS,-0.00890719,-0.30941708,2021-11-04,ACCOUNTS PAYABLE
STD BANK,0.34824371,,2021-11-04,COLLECTIONS
AP PAYMENTS,-2.18060879,-2.3,2021-11-08,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,8.76983473,,2021-11-08,COLLECTIONS
ABSA BANK,49.3858230199999,75.0,2021-11-08,COLLECTIONS
AP PAYMENTS,-2.18060879,-2.3,2021-11-08,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,8.76983473,,2021-11-08,COLLECTIONS
ABSA BANK,49.3858230199999,75.0,2021-11-08,COLLECTIONS
STD BANK,0.47253617,,2021-11-08,COLLECTIONS
STD BANK,0.47253617,,2021-11-08,COLLECTIONS
OTHER / TELKOM MOBILE,28.99207318,,2021-11-10,COLLECTIONS
FNB,12.0,,2021-11-10,COLLECTIONS
AP PAYMENTS,-13.29763776,-13.2174228,2021-11-10,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,28.99207318,,2021-11-10,COLLECTIONS
AP PAYMENTS,-13.29763776,-13.2174228,2021-11-10,ACCOUNTS PAYABLE
ABSA BANK,27.45318756,55.0,2021-11-10,COLLECTIONS
OTHER ,-15.0,-15.0,2021-11-10,STAFF COSTS
STD BANK,0.16652572,,2021-11-10,COLLECTIONS
OTHER ,-15.0,-15.0,2021-11-10,STAFF COSTS
SUNDRY PAYMENTS,-0.1325772,-0.1325772,2021-11-10,ACCOUNTS PAYABLE
STD BANK,0.16652572,,2021-11-10,COLLECTIONS
ABSA BANK,27.45318756,55.0,2021-11-10,COLLECTIONS
FNB,12.0,,2021-11-10,COLLECTIONS
SUNDRY PAYMENTS,-0.1325772,-0.1325772,2021-11-10,ACCOUNTS PAYABLE
ABSA BANK,72.93749567,90.0,2021-11-12,COLLECTIONS
STD BANK,1.22734954,,2021-11-12,COLLECTIONS
SUNDRY PAYMENTS,-0.153653,-0.21185106,2021-11-12,ACCOUNTS PAYABLE
AP PAYMENTS,-194.38110219,-194.59790049,2021-11-12,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,36.07564968,,2021-11-12,COLLECTIONS
ABSA BANK,72.93749567,90.0,2021-11-12,COLLECTIONS
SUNDRY PAYMENTS,-0.153653,-0.21185106,2021-11-12,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,36.07564968,,2021-11-12,COLLECTIONS
STD BANK,1.22734954,,2021-11-12,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.84024845,-26.84024845,2021-11-12,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-194.38110219,-194.59790049,2021-11-12,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.84024845,-26.84024845,2021-11-12,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.07440945,-0.07420774,2021-11-16,ACCOUNTS PAYABLE
STD BANK,0.69990831,,2021-11-16,COLLECTIONS
ABSA BANK,59.93272343,85.0,2021-11-16,COLLECTIONS
AP PAYMENTS,-0.46261474,-0.72579226,2021-11-16,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.07440945,-0.07420774,2021-11-16,ACCOUNTS PAYABLE
MONEY MARKET FEES,-1.32608413,-1.32608413,2021-11-16,TREASURY PAYMENTS
STD BANK,0.69990831,,2021-11-16,COLLECTIONS
ABSA BANK,59.93272343,85.0,2021-11-16,COLLECTIONS
AP PAYMENTS,-0.46261474,-0.72579226,2021-11-16,ACCOUNTS PAYABLE
MONEY MARKET FEES,-1.32608413,-1.32608413,2021-11-16,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.17538603,-0.17538603,2021-11-18,ACCOUNTS PAYABLE
AP PAYMENTS,-1.56932019,-1.72461397,2021-11-18,ACCOUNTS PAYABLE
ABSA BANK,65.7473108,65.0,2021-11-18,COLLECTIONS
STD BANK,0.34510538,,2021-11-18,COLLECTIONS
AP PAYMENTS,-1.56932019,-1.72461397,2021-11-18,ACCOUNTS PAYABLE
STD BANK,0.34510538,,2021-11-18,COLLECTIONS
ABSA BANK,65.7473108,65.0,2021-11-18,COLLECTIONS
SUNDRY PAYMENTS,-0.17538603,-0.17538603,2021-11-18,ACCOUNTS PAYABLE
STD BANK,0.36841767,,2021-11-22,COLLECTIONS
STD BANK,0.36841767,,2021-11-22,COLLECTIONS
ABSA BANK,53.34112135,65.0,2021-11-22,COLLECTIONS
AP PAYMENTS,-0.08327124,-0.2,2021-11-22,ACCOUNTS PAYABLE
ABSA BANK,53.34112135,65.0,2021-11-22,COLLECTIONS
AP PAYMENTS,-0.08327124,-0.2,2021-11-22,ACCOUNTS PAYABLE
STD BANK,0.40106543,,2021-11-24,COLLECTIONS
ABSA BANK,37.67370218,55.0,2021-11-24,COLLECTIONS
AP PAYMENTS,-1.59140240000001,-1.70999981,2021-11-24,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.09769472,-0.09769472,2021-11-24,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-14.32564979,-14.32564979,2021-11-24,BIDVEST/EXCELLERATE PAYMENTS
FOREX PURCHASES,-21.14022485,,2021-11-24,TREASURY PAYMENTS
UNIONS,-0.20048,-0.20048,2021-11-24,STAFF COSTS
PENSIONS,-45.06617568,-45.06617568,2021-11-24,STAFF COSTS
ABSA BANK,37.67370218,55.0,2021-11-24,COLLECTIONS
AP PAYMENTS,-1.59140240000001,-1.70999981,2021-11-24,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.09769472,-0.09769472,2021-11-24,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-14.32564979,-14.32564979,2021-11-24,BIDVEST/EXCELLERATE PAYMENTS
PENSIONS,-45.06617568,-45.06617568,2021-11-24,STAFF COSTS
UNIONS,-0.20048,-0.20048,2021-11-24,STAFF COSTS
FOREX PURCHASES,-21.14022485,,2021-11-24,TREASURY PAYMENTS
STD BANK,0.40106543,,2021-11-24,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-152.561595,-152.561595,2021-11-26,BIDVEST/EXCELLERATE PAYMENTS
FNB,19.0,,2021-11-26,COLLECTIONS
ABSA BANK,86.53,100.0,2021-11-26,COLLECTIONS
STD BANK,0.70870577,,2021-11-26,COLLECTIONS
AP PAYMENTS,-10.03778852,-10.16442564,2021-11-26,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.19565863,-0.27397936,2021-11-26,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.19565863,-0.27397936,2021-11-26,ACCOUNTS PAYABLE
FNB,19.0,,2021-11-26,COLLECTIONS
ABSA BANK,86.53,100.0,2021-11-26,COLLECTIONS
STD BANK,0.70870577,,2021-11-26,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-152.561595,-152.561595,2021-11-26,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-10.03778852,-10.16442564,2021-11-26,ACCOUNTS PAYABLE
EXCH. RATE DIFF,36.6166232151945,36.6166232151945,2021-11-30,TREASURY PAYMENTS
OTHER ,0.90003182,,2021-11-30,STAFF COSTS
OTHER EMPLOYEE COSTS,-4.79955282,-4.79955282,2021-11-30,STAFF COSTS
MEDICAL SCHEMES,-23.6676521,-23.6676521,2021-11-30,STAFF COSTS
PENSIONS,-0.45796585,-0.45796585,2021-11-30,STAFF COSTS
OTHER ,0.90003182,,2021-11-30,STAFF COSTS
AP FOREX PAYMENTS,-357.55903854,-357.55903854,2021-11-30,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-16.98788692,-16.98788692,2021-11-30,BIDVEST/EXCELLERATE PAYMENTS
MEDICAL SCHEMES,-23.6676521,-23.6676521,2021-11-30,STAFF COSTS
AP PAYMENTS,-1184.75148451,-1184.84068077,2021-11-30,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,1.60573468,1.60573468,2021-11-30,OTHER INFLOWS
OTHER / TELKOM MOBILE,165.49869924,225.44061974,2021-11-30,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,271.588,271.588,2021-11-30,COLLECTIONS
FNB,23.6,,2021-11-30,COLLECTIONS
ABSA BANK,647.24070281,720.0,2021-11-30,COLLECTIONS
STD BANK,10.18713624,,2021-11-30,COLLECTIONS
OTHER EMPLOYEE COSTS,-4.79955282,-4.79955282,2021-11-30,STAFF COSTS
EXCH. RATE DIFF,36.6166232151945,36.6166232151945,2021-11-30,TREASURY PAYMENTS
WHOLESALE FOREX PAYMENTS,-25.36551945,-25.36551945,2021-11-30,WHOLESALE PAYMENTS
VAT,-49.26614164,-49.26614164,2021-11-30,SARS
SUNDRY PAYMENTS,-0.08203087,-0.08203087,2021-11-30,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08203087,-0.08203087,2021-11-30,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-25.36551945,-25.36551945,2021-11-30,WHOLESALE PAYMENTS
VAT,-49.26614164,-49.26614164,2021-11-30,SARS
PENSIONS,-0.45796585,-0.45796585,2021-11-30,STAFF COSTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-16.98788692,-16.98788692,2021-11-30,BIDVEST/EXCELLERATE PAYMENTS
AP PAYMENTS,-1184.75148451,-1184.84068077,2021-11-30,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-357.55903854,-357.55903854,2021-11-30,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,271.588,271.588,2021-11-30,COLLECTIONS
WHOLESALE FX RECEIPTS,1.60573468,1.60573468,2021-11-30,OTHER INFLOWS
OTHER / TELKOM MOBILE,165.49869924,225.44061974,2021-11-30,COLLECTIONS
FNB,23.6,,2021-11-30,COLLECTIONS
STD BANK,10.18713624,,2021-11-30,COLLECTIONS
ABSA BANK,647.24070281,720.0,2021-11-30,COLLECTIONS
OTHER / TELKOM MOBILE,7.75456859,,2021-12-01,COLLECTIONS
LOCAL INTEREST ON CALL,0.52935208,0.52935208,2021-12-01,OTHER INFLOWS
AP PAYMENTS,-97.24515876,-97.0371720400001,2021-12-01,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.16473893,-0.16473893,2021-12-01,ACCOUNTS PAYABLE
BCX,-678.59808903,-678.59808903,2021-12-01,ACCOUNTS PAYABLE
INTEREST LOANS,-1.84931507,-1.84931507,2021-12-01,TREASURY PAYMENTS
MONEY MARKET FEES,-0.04726027,-0.04726027,2021-12-01,TREASURY PAYMENTS
ABSA BANK,110.81443376,180.0,2021-12-01,COLLECTIONS
STD BANK,0.18789904,,2021-12-01,COLLECTIONS
OTHER / TELKOM MOBILE,7.75456859,,2021-12-01,COLLECTIONS
STD BANK,0.18789904,,2021-12-01,COLLECTIONS
ABSA BANK,110.81443376,180.0,2021-12-01,COLLECTIONS
MONEY MARKET FEES,-0.04726027,-0.04726027,2021-12-01,TREASURY PAYMENTS
INTEREST LOANS,-1.84931507,-1.84931507,2021-12-01,TREASURY PAYMENTS
BCX,-678.59808903,-678.59808903,2021-12-01,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.16473893,-0.16473893,2021-12-01,ACCOUNTS PAYABLE
AP PAYMENTS,-97.24515876,-97.0371720400001,2021-12-01,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,0.52935208,0.52935208,2021-12-01,OTHER INFLOWS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.82952227,-26.82952227,2021-12-03,BIDVEST/EXCELLERATE PAYMENTS
STD BANK,9.10399086,,2021-12-03,COLLECTIONS
ABSA BANK,107.35855724,120.0,2021-12-03,COLLECTIONS
FNB,18.0,,2021-12-03,COLLECTIONS
OTHER / TELKOM MOBILE,18.77352092,,2021-12-03,COLLECTIONS
AP PAYMENTS,-10.43960666,-14.50967287,2021-12-03,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.40340935,-0.36080486,2021-12-03,ACCOUNTS PAYABLE
STD BANK,9.10399086,,2021-12-03,COLLECTIONS
ABSA BANK,107.35855724,120.0,2021-12-03,COLLECTIONS
FNB,18.0,,2021-12-03,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-26.82952227,-26.82952227,2021-12-03,BIDVEST/EXCELLERATE PAYMENTS
SUNDRY PAYMENTS,-0.40340935,-0.36080486,2021-12-03,ACCOUNTS PAYABLE
AP PAYMENTS,-10.43960666,-14.50967287,2021-12-03,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,18.77352092,,2021-12-03,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-95.73077258,-95.73077258,2021-12-07,STAFF COSTS
SUNDRY PAYMENTS,-0.11112984,-0.11042371,2021-12-07,ACCOUNTS PAYABLE
AP PAYMENTS,-0.14308001,-0.358803710000008,2021-12-07,ACCOUNTS PAYABLE
ABSA BANK,51.7489849,65.0,2021-12-07,COLLECTIONS
STD BANK,0.82347154,,2021-12-07,COLLECTIONS
ABSA BANK,51.7489849,65.0,2021-12-07,COLLECTIONS
STD BANK,0.82347154,,2021-12-07,COLLECTIONS
SUNDRY PAYMENTS,-0.11112984,-0.11042371,2021-12-07,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-95.73077258,-95.73077258,2021-12-07,STAFF COSTS
AP PAYMENTS,-0.14308001,-0.358803710000008,2021-12-07,ACCOUNTS PAYABLE
FNB,21.6,,2021-12-09,COLLECTIONS
ABSA BANK,55.88957102,65.0,2021-12-09,COLLECTIONS
STD BANK,0.14719155,,2021-12-09,COLLECTIONS
INTEREST BONDS/CPs,-0.66903699,-0.66903699,2021-12-09,TREASURY PAYMENTS
MONEY MARKET SWAP,-0.31441122,-0.31441122,2021-12-09,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.14375006,-0.14375006,2021-12-09,ACCOUNTS PAYABLE
AP PAYMENTS,-30.32361131,-30.35624994,2021-12-09,ACCOUNTS PAYABLE
FNB,21.6,,2021-12-09,COLLECTIONS
ABSA BANK,55.88957102,65.0,2021-12-09,COLLECTIONS
STD BANK,0.14719155,,2021-12-09,COLLECTIONS
